id,pathwayName,M
R-RNO-162699,"Synthesis of dolichyl-phosphate mannose",1
R-RNO-162710,"Synthesis of glycosylphosphatidylinositol (GPI)",7
R-RNO-162791,"Attachment of GPI anchor to uPAR",4
R-RNO-163125,"Post-translational modification: synthesis of GPI-anchored proteins",26
R-RNO-163210,"Formation of ATP by chemiosmotic coupling",17
R-RNO-163282,"Mitochondrial transcription initiation",2
R-RNO-1632852,Macroautophagy,37
R-RNO-163316,"Mitochondrial transcription termination",1
R-RNO-163358,"PKA-mediated phosphorylation of key metabolic factors",1
R-RNO-163359,"Glucagon signaling in metabolic regulation",2
R-RNO-163560,"Triglyceride catabolism",10
R-RNO-163615,"PKA activation",13
R-RNO-163680,"AMPK inhibits chREBP transcriptional activation activity",2
R-RNO-163754,"Insulin effects increased synthesis of Xylulose-5-Phosphate",2
R-RNO-163765,"ChREBP activates metabolic gene expression",3
R-RNO-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",3
R-RNO-164378,"PKA activation in glucagon signalling",6
R-RNO-1650814,"Collagen biosynthesis and modifying enzymes",18
R-RNO-165158,"Activation of AKT2",4
R-RNO-165159,"MTOR signalling",10
R-RNO-165160,"PDE3B signalling",1
R-RNO-165181,"Inhibition of TSC complex formation by PKB",3
R-RNO-1655829,"Regulation of cholesterol biosynthesis by SREBP (SREBF)",6
R-RNO-166016,"Toll Like Receptor 4 (TLR4) Cascade",2
R-RNO-166020,"Transfer of LPS from LBP carrier to CD14",2
R-RNO-1660499,"Synthesis of PIPs at the plasma membrane",29
R-RNO-1660514,"Synthesis of PIPs at the Golgi membrane",13
R-RNO-1660516,"Synthesis of PIPs at the early endosome membrane",9
R-RNO-1660517,"Synthesis of PIPs at the late endosome membrane",4
R-RNO-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",3
R-RNO-1660661,"Sphingolipid de novo biosynthesis",22
R-RNO-1660662,"Glycosphingolipid metabolism",23
R-RNO-166208,"mTORC1-mediated signalling",15
R-RNO-1663150,"The activation of arylsulfatases",5
R-RNO-166662,"Lectin pathway of complement activation",4
R-RNO-166663,"Initial triggering of complement",9
R-RNO-166665,"Terminal pathway of complement",4
R-RNO-167044,"Signalling to RAS",4
R-RNO-167060,"NGF processing",4
R-RNO-167826,"The fatty acid cycling model",3
R-RNO-167827,"The proton buffering model",3
R-RNO-1679131,"Trafficking and processing of endosomal TLR",10
R-RNO-168138,"Toll Like Receptor 9 (TLR9) Cascade",2
R-RNO-168638,"NOD1/2 Signaling Pathway",18
R-RNO-169911,"Regulation of Apoptosis",2
R-RNO-170660,"Adenylate cyclase activating pathway",7
R-RNO-170670,"Adenylate cyclase inhibitory pathway",11
R-RNO-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",20
R-RNO-170968,"Frs2-mediated activation",9
R-RNO-170984,"ARMS-mediated activation",5
R-RNO-171007,"p38MAPK events",6
R-RNO-171306,"Packaging Of Telomere Ends",8
R-RNO-171319,"Telomere Extension By Telomerase",11
R-RNO-173599,"Formation of the active cofactor, UDP-glucuronate",1
R-RNO-173623,"Classical antibody-mediated complement activation",6
R-RNO-173736,"Alternative complement activation",2
R-RNO-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",13
R-RNO-174084,"Autodegradation of Cdh1 by Cdh1:APC/C",41
R-RNO-174154,"APC/C:Cdc20 mediated degradation of Securin",43
R-RNO-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",47
R-RNO-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",44
R-RNO-174362,"Transport and synthesis of PAPS",2
R-RNO-174403,"Glutathione synthesis and recycling",10
R-RNO-174411,"Polymerase switching on the C-strand of the telomere",9
R-RNO-174414,"Processive synthesis on the C-strand of the telomere",5
R-RNO-174417,"Telomere C-strand (Lagging Strand) Synthesis",5
R-RNO-174430,"Telomere C-strand synthesis initiation",5
R-RNO-174437,"Removal of the Flap Intermediate from the C-strand",8
R-RNO-174577,"Activation of C3 and C5",1
R-RNO-176187,"Activation of ATR in response to replication stress",11
R-RNO-176407,"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase",7
R-RNO-176408,"Regulation of APC/C activators between G1/S and early anaphase",11
R-RNO-176412,"Phosphorylation of the APC/C",9
R-RNO-176417,"Phosphorylation of Emi1",4
R-RNO-176974,"Unwinding of DNA",1
R-RNO-177128,"Conjugation of salicylate with glycine",4
R-RNO-177135,"Conjugation of benzoate with glycine",2
R-RNO-177162,"Conjugation of phenylacetate with glutamine",1
R-RNO-177504,"Retrograde neurotrophin signalling",9
R-RNO-177929,"Signaling by EGFR",6
R-RNO-179409,"APC-Cdc20 mediated degradation of Nek2A",11
R-RNO-179812,"GRB2 events in EGFR signaling",9
R-RNO-1799339,"SRP-dependent cotranslational protein targeting to membrane",68
R-RNO-180024,"DARPP-32 events",15
R-RNO-180292,"GAB1 signalosome",13
R-RNO-180336,"SHC1 events in EGFR signaling",10
R-RNO-1810476,"RIP-mediated NFkB activation via ZBP1",5
R-RNO-181429,"Serotonin Neurotransmitter Release Cycle",15
R-RNO-181430,"Norepinephrine Neurotransmitter Release Cycle",15
R-RNO-182971,"EGFR downregulation",19
R-RNO-1834941,"STING mediated induction of host immune responses",1
R-RNO-1834949,"Cytosolic sensors of pathogen-associated DNA",1
R-RNO-1855167,"Synthesis of pyrophosphates in the cytosol",5
R-RNO-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",10
R-RNO-1855191,"Synthesis of IPs in the nucleus",4
R-RNO-1855204,"Synthesis of IP3 and IP4 in the cytosol",19
R-RNO-1855231,"Synthesis of IPs in the ER lumen",1
R-RNO-186763,"Downstream signal transduction",22
R-RNO-186797,"Signaling by PDGF",13
R-RNO-187042,"TRKA activation by NGF",2
R-RNO-187577,"SCF(Skp2)-mediated degradation of p27/p21",41
R-RNO-189085,"Digestion of dietary carbohydrate",4
R-RNO-189200,"Cellular hexose transport",9
R-RNO-189451,"Heme biosynthesis",7
R-RNO-189483,"Heme degradation",14
R-RNO-190322,"FGFR4 ligand binding and activation",9
R-RNO-190370,"FGFR1b ligand binding and activation",4
R-RNO-190371,"FGFR3b ligand binding and activation",5
R-RNO-190372,"FGFR3c ligand binding and activation",9
R-RNO-190373,"FGFR1c ligand binding and activation",8
R-RNO-190374,"FGFR1c and Klotho ligand binding and activation",3
R-RNO-190375,"FGFR2c ligand binding and activation",9
R-RNO-190377,"FGFR2b ligand binding and activation",5
R-RNO-190704,"Oligomerization of connexins into connexons",1
R-RNO-190840,"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",11
R-RNO-190861,"Gap junction assembly",11
R-RNO-190872,"Transport of connexons to the plasma membrane",1
R-RNO-190873,"Gap junction degradation",10
R-RNO-1912408,"Pre-NOTCH Transcription and Translation",2
R-RNO-1912420,"Pre-NOTCH Processing in Golgi",2
R-RNO-191273,"Cholesterol biosynthesis",16
R-RNO-191650,"Regulation of gap junction activity",3
R-RNO-191859,"snRNP Assembly",25
R-RNO-192105,"Synthesis of bile acids and bile salts",6
R-RNO-192456,"Digestion of dietary lipid",6
R-RNO-193048,"Androgen biosynthesis",10
R-RNO-193144,"Estrogen biosynthesis",5
R-RNO-193368,"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol",18
R-RNO-193634,"Axonal growth inhibition (RHOA activation)",5
R-RNO-193648,"NRAGE signals death through JNK",22
R-RNO-193692,"Regulated proteolysis of p75NTR",7
R-RNO-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",9
R-RNO-193807,"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",10
R-RNO-193993,"Mineralocorticoid biosynthesis",5
R-RNO-194002,"Glucocorticoid biosynthesis",9
R-RNO-194306,"Neurophilin interactions with VEGF and VEGFR",4
R-RNO-194313,"VEGF ligand-receptor interactions",4
R-RNO-194840,"Rho GTPase cycle",51
R-RNO-195253,"Degradation of beta-catenin by the destruction complex",44
R-RNO-195399,"VEGF binds to VEGFR leading to receptor dimerization",7
R-RNO-196025,"Formation of annular gap junctions",10
R-RNO-196108,"Pregnenolone biosynthesis",7
R-RNO-196299,"Beta-catenin phosphorylation cascade",8
R-RNO-1963640,"GRB2 events in ERBB2 signaling",10
R-RNO-1963642,"PI3K events in ERBB2 signaling",11
R-RNO-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",12
R-RNO-196757,"Metabolism of folate and pterines",6
R-RNO-196780,"Biotin transport and metabolism",8
R-RNO-196783,"Coenzyme A biosynthesis",1
R-RNO-196791,"Vitamin D (calciferol) metabolism",9
R-RNO-196807,"Nicotinate metabolism",8
R-RNO-196819,"Vitamin B1 (thiamin) metabolism",1
R-RNO-196836,"Vitamin C (ascorbate) metabolism",8
R-RNO-196843,"Vitamin B2 (riboflavin) metabolism",4
R-RNO-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",17
R-RNO-197264,"Nicotinamide salvaging",7
R-RNO-198203,"PI3K/AKT activation",8
R-RNO-198323,"AKT phosphorylates targets in the cytosol",4
R-RNO-198693,"AKT phosphorylates targets in the nucleus",6
R-RNO-198753,"ERK/MAPK targets",8
R-RNO-198765,"Signalling to ERK5",1
R-RNO-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",32
R-RNO-199220,"Vitamin B5 (pantothenate) metabolism",3
R-RNO-199418,"Negative regulation of the PI3K/AKT network",6
R-RNO-199920,"CREB phosphorylation",2
R-RNO-199992,"trans-Golgi Network Vesicle Budding",1
R-RNO-200425,"Carnitine metabolism",11
R-RNO-201451,"Signaling by BMP",17
R-RNO-201681,"TCF dependent signaling in response to WNT",8
R-RNO-201688,"WNT mediated activation of DVL",4
R-RNO-201722,"Formation of the beta-catenin:TCF transactivating complex",18
R-RNO-202040,"G-protein activation",18
R-RNO-2022090,"Assembly of collagen fibrils and other multimeric structures",20
R-RNO-2022377,"Metabolism of Angiotensinogen to Angiotensins",14
R-RNO-2022854,"Keratan sulfate biosynthesis",14
R-RNO-2022857,"Keratan sulfate degradation",8
R-RNO-2022870,"Chondroitin sulfate biosynthesis",10
R-RNO-2022923,"Dermatan sulfate biosynthesis",6
R-RNO-2022928,"HS-GAG biosynthesis",11
R-RNO-2024096,"HS-GAG degradation",10
R-RNO-2024101,"CS/DS degradation",11
R-RNO-202424,"Downstream TCR signaling",59
R-RNO-202427,"Phosphorylation of CD3 and TCR zeta chains",10
R-RNO-202430,"Translocation of ZAP-70 to Immunological synapse",7
R-RNO-202433,"Generation of second messenger molecules",14
R-RNO-2025928,"Calcineurin activates NFAT",5
R-RNO-202670,"ERKs are inactivated",9
R-RNO-202733,"Cell surface interactions at the vascular wall",38
R-RNO-2028269,"Signaling by Hippo",6
R-RNO-2029481,"FCGR activation",12
R-RNO-2029482,"Regulation of actin dynamics for phagocytic cup formation",38
R-RNO-2029485,"Role of phospholipids in phagocytosis",18
R-RNO-2032785,"YAP1- and WWTR1 (TAZ)-stimulated gene expression",1
R-RNO-203615,"eNOS activation",10
R-RNO-203641,"NOSTRIN mediated eNOS trafficking",5
R-RNO-203754,"NOSIP mediated eNOS trafficking",1
R-RNO-203927,"MicroRNA (miRNA) biogenesis",3
R-RNO-204005,"COPII-mediated vesicle transport",41
R-RNO-204174,"Regulation of pyruvate dehydrogenase (PDH) complex",12
R-RNO-2046105,"Linoleic acid (LA) metabolism",6
R-RNO-2046106,"alpha-linolenic acid (ALA) metabolism",9
R-RNO-204626,"Hypusine synthesis from eIF5A-lysine",3
R-RNO-205017,"NFG and proNGF binds to p75NTR",2
R-RNO-205025,"NADE modulates death signalling",6
R-RNO-205043,"NRIF signals cell death from the nucleus",13
R-RNO-209543,"p75NTR recruits signalling complexes",11
R-RNO-209560,"NF-kB is activated and signals survival",10
R-RNO-209563,"Axonal growth stimulation",4
R-RNO-209822,"Glycoprotein hormones",9
R-RNO-209905,"Catecholamine biosynthesis",4
R-RNO-209931,"Serotonin and melatonin biosynthesis",5
R-RNO-209952,"Peptide hormone biosynthesis",2
R-RNO-209968,"Thyroxine biosynthesis",7
R-RNO-210455,"Astrocytic Glutamate-Glutamine Uptake And Metabolism",4
R-RNO-210500,"Glutamate Neurotransmitter Release Cycle",20
R-RNO-210990,"PECAM1 interactions",5
R-RNO-210991,"Basigin interactions",18
R-RNO-210993,"Tie2 Signaling",14
R-RNO-211163,"AKT-mediated inactivation of FOXO1A",4
R-RNO-211916,Vitamins,3
R-RNO-211935,"Fatty acids",15
R-RNO-211945,"Phase I - Functionalization of compounds",14
R-RNO-211958,"Miscellaneous substrates",14
R-RNO-211976,"Endogenous sterols",20
R-RNO-211979,Eicosanoids,11
R-RNO-211981,Xenobiotics,17
R-RNO-211999,"CYP2E1 reactions",8
R-RNO-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",4
R-RNO-212300,"PRC2 methylates histones and DNA",10
R-RNO-212436,"Generic Transcription Pathway",14
R-RNO-212676,"Dopamine Neurotransmitter Release Cycle",20
R-RNO-212718,"EGFR interacts with phospholipase C-gamma",6
R-RNO-2129379,"Molecules associated with elastic fibres",15
R-RNO-2132295,"MHC class II antigen presentation",82
R-RNO-2142670,"Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)",5
R-RNO-2142688,"Synthesis of 5-eicosatetraenoic acids",6
R-RNO-2142691,"Synthesis of Leukotrienes (LT) and Eoxins (EX)",20
R-RNO-2142696,"Synthesis of Hepoxilins (HX) and Trioxilins (TrX)",1
R-RNO-2142700,"Synthesis of Lipoxins (LX)",5
R-RNO-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",7
R-RNO-2142753,"Arachidonic acid metabolism",2
R-RNO-2142770,"Synthesis of 15-eicosatetraenoic acid derivatives",6
R-RNO-2142789,"Ubiquinol biosynthesis",3
R-RNO-2142816,"Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)",7
R-RNO-2142850,"Hyaluronan biosynthesis and export",2
R-RNO-2151201,"Transcriptional activation of mitochondrial biogenesis",5
R-RNO-216083,"Integrin cell surface interactions",28
R-RNO-2160916,"Hyaluronan uptake and degradation",10
R-RNO-2161517,"Abacavir transmembrane transport",3
R-RNO-2161541,"Abacavir metabolism",1
R-RNO-2162123,"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",8
R-RNO-2168880,"Scavenging of heme from plasma",8
R-RNO-2172127,"DAP12 interactions",5
R-RNO-217271,"FMO oxidises nucleophiles",3
R-RNO-2173788,"Downregulation of TGF-beta receptor signaling",12
R-RNO-2173789,"TGF-beta receptor signaling activates SMADs",9
R-RNO-2173791,"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",12
R-RNO-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",12
R-RNO-2173796,"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription",13
R-RNO-2179392,"EGFR Transactivation by Gastrin",7
R-RNO-2187335,"The retinoid cycle in cones (daylight vision)",2
R-RNO-2243919,"Crosslinking of collagen fibrils",5
R-RNO-2299718,"Condensation of Prophase Chromosomes",13
R-RNO-2393930,"Phosphate bond hydrolysis by NUDT proteins",5
R-RNO-2395516,"Electron transport from NADPH to Ferredoxin",2
R-RNO-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",3
R-RNO-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",2
R-RNO-2424491,"DAP12 signaling",20
R-RNO-2428928,"IRS-related events triggered by IGF1R",4
R-RNO-2428933,"SHC-related events triggered by IGF1R",5
R-RNO-2453902,"The canonical retinoid cycle in rods (twilight vision)",11
R-RNO-2454202,"Fc epsilon receptor (FCERI) signaling",6
R-RNO-2465910,"MASTL Facilitates Mitotic Progression",2
R-RNO-2467813,"Separation of Sister Chromatids",104
R-RNO-2468052,"Establishment of Sister Chromatid Cohesion",4
R-RNO-2470946,"Cohesin Loading onto Chromatin",4
R-RNO-2473224,"Antagonism of Activin by Follistatin",4
R-RNO-2485179,"Activation of the phototransduction cascade",3
R-RNO-2500257,"Resolution of Sister Chromatid Cohesion",64
R-RNO-2514853,"Condensation of Prometaphase Chromosomes",2
R-RNO-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",16
R-RNO-2534343,"Interaction With Cumulus Cells And The Zona Pellucida",5
R-RNO-2559580,"Oxidative Stress Induced Senescence",30
R-RNO-2559582,"Senescence-Associated Secretory Phenotype (SASP)",26
R-RNO-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",8
R-RNO-2559585,"Oncogene Induced Senescence",12
R-RNO-2559586,"DNA Damage/Telomere Stress Induced Senescence",16
R-RNO-2565942,"Regulation of PLK1 Activity at G2/M Transition",44
R-RNO-264642,"Acetylcholine Neurotransmitter Release Cycle",14
R-RNO-264870,"Caspase-mediated cleavage of cytoskeletal proteins",9
R-RNO-264876,"Insulin processing",3
R-RNO-2672351,"Stimuli-sensing channels",38
R-RNO-2682334,"EPH-Ephrin signaling",8
R-RNO-2730905,"Role of LAT2/NTAL/LAB on calcium mobilization",14
R-RNO-2855086,"Ficolins bind to repetitive carbohydrate structures on the target cell surface",4
R-RNO-2871796,"FCERI mediated MAPK activation",26
R-RNO-2871809,"FCERI mediated Ca+2 mobilization",15
R-RNO-2871837,"FCERI mediated NF-kB activation",51
R-RNO-2980766,"Nuclear Envelope Breakdown",4
R-RNO-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",3
R-RNO-2995383,"Initiation of Nuclear Envelope (NE) Reformation",8
R-RNO-3000157,"Laminin interactions",5
R-RNO-3000170,"Syndecan interactions",11
R-RNO-3000171,"Non-integrin membrane-ECM interactions",11
R-RNO-3000178,"ECM proteoglycans",24
R-RNO-3000471,"Scavenging by Class B Receptors",4
R-RNO-3000480,"Scavenging by Class A Receptors",6
R-RNO-3000497,"Scavenging by Class H Receptors",2
R-RNO-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",2
R-RNO-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",4
R-RNO-3065679,"SUMO is proteolytically processed",4
R-RNO-3108214,"SUMOylation of DNA damage response and repair proteins",33
R-RNO-3108232,"SUMO E3 ligases SUMOylate target proteins",2
R-RNO-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production",2
R-RNO-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",2
R-RNO-3134975,"Regulation of innate immune responses to cytosolic DNA",5
R-RNO-3214815,"HDACs deacetylate histones",5
R-RNO-3214841,"PKMTs methylate histone lysines",11
R-RNO-3214842,"HDMs demethylate histones",6
R-RNO-3214847,"HATs acetylate histones",14
R-RNO-3214858,"RMTs methylate histone arginines",16
R-RNO-3232118,"SUMOylation of transcription factors",8
R-RNO-3232142,"SUMOylation of ubiquitinylation proteins",22
R-RNO-3238698,"WNT ligand biogenesis and trafficking",7
R-RNO-3247509,"Chromatin modifying enzymes",6
R-RNO-3249367,"STAT6-mediated induction of chemokines",1
R-RNO-3270619,"IRF3-mediated induction of type I IFN",1
R-RNO-3295583,"TRP channels",15
R-RNO-3296197,"Hydroxycarboxylic acid-binding receptors",1
R-RNO-3299685,"Detoxification of Reactive Oxygen Species",27
R-RNO-3301854,"Nuclear Pore Complex (NPC) Disassembly",20
R-RNO-3322077,"Glycogen synthesis",4
R-RNO-3371378,"Regulation by c-FLIP",3
R-RNO-3371453,"Regulation of HSF1-mediated heat shock response",41
R-RNO-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR)",40
R-RNO-3371511,"HSF1 activation",6
R-RNO-3371568,"Attenuation phase",11
R-RNO-3371571,"HSF1-dependent transactivation",15
R-RNO-349425,"Autodegradation of the E3 ubiquitin ligase COP1",36
R-RNO-350054,"Notch-HLH transcription pathway",5
R-RNO-350562,"Regulation of ornithine decarboxylase (ODC)",36
R-RNO-350864,"Regulation of thyroid hormone activity",3
R-RNO-351143,"Agmatine biosynthesis",2
R-RNO-351202,"Metabolism of polyamines",2
R-RNO-351906,"Apoptotic cleavage of cell adhesion proteins",5
R-RNO-352230,"Amino acid transport across the plasma membrane",25
R-RNO-352238,"Breakdown of the nuclear lamina",3
R-RNO-354192,"Integrin signaling",18
R-RNO-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins",10
R-RNO-372708,"p130Cas linkage to MAPK signaling for integrins",11
R-RNO-373076,"Class A/1 (Rhodopsin-like receptors)",12
R-RNO-373080,"Class B/2 (Secretin family receptors)",11
R-RNO-373752,"Netrin-1 signaling",7
R-RNO-373753,"Nephrin family interactions",5
R-RNO-373760,"L1CAM interactions",3
R-RNO-375165,"NCAM signaling for neurite out-growth",13
R-RNO-375276,"Peptide ligand-binding receptors",87
R-RNO-375280,"Amine ligand-binding receptors",6
R-RNO-375281,"Hormone ligand-binding receptors",10
R-RNO-376172,"DSCAM interactions",7
R-RNO-376176,"Signaling by ROBO receptors",3
R-RNO-3769402,"Deactivation of the beta-catenin transactivating complex",20
R-RNO-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",2
R-RNO-379397,"Enzymatic degradation of dopamine by COMT",3
R-RNO-379398,"Enzymatic degradation of Dopamine by monoamine oxidase",2
R-RNO-379401,"Dopamine clearance from the synaptic cleft",1
R-RNO-380095,"Tachykinin receptors bind tachykinins",5
R-RNO-380108,"Chemokine receptors bind chemokines",24
R-RNO-380259,"Loss of Nlp from mitotic centrosomes",31
R-RNO-380270,"Recruitment of mitotic centrosome proteins and complexes",33
R-RNO-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",31
R-RNO-380320,"Recruitment of NuMA to mitotic centrosomes",39
R-RNO-380612,"Metabolism of serotonin",2
R-RNO-380615,"Serotonin clearance from the synaptic cleft",1
R-RNO-380972,"Energy dependent regulation of mTOR by LKB1-AMPK",18
R-RNO-381033,"ATF6 (ATF6-alpha) activates chaperones",2
R-RNO-381042,"PERK regulates gene expression",3
R-RNO-381340,"Transcriptional regulation of white adipocyte differentiation",2
R-RNO-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",89
R-RNO-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",23
R-RNO-381753,"Olfactory Signaling Pathway",16
R-RNO-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",9
R-RNO-382556,"ABC-family proteins mediated transport",55
R-RNO-383280,"Nuclear Receptor transcription pathway",35
R-RNO-388479,"Vasopressin-like receptors",6
R-RNO-388841,"Costimulation by the CD28 family",9
R-RNO-388844,"Receptor-type tyrosine-protein phosphatases",7
R-RNO-389356,"CD28 co-stimulation",6
R-RNO-389357,"CD28 dependent PI3K/Akt signaling",18
R-RNO-389359,"CD28 dependent Vav1 pathway",10
R-RNO-389397,"Orexin and neuropeptides FF and QRFP bind to their respective receptors",8
R-RNO-389513,"CTLA4 inhibitory signaling",13
R-RNO-389542,"NADPH regeneration",1
R-RNO-389599,"Alpha-oxidation of phytanate",5
R-RNO-389661,"Glyoxylate metabolism and glycine degradation",18
R-RNO-389887,"Beta-oxidation of pristanoyl-CoA",7
R-RNO-3899300,"SUMOylation of transcription cofactors",13
R-RNO-389948,"PD-1 signaling",10
R-RNO-390247,"Beta-oxidation of very long chain fatty acids",8
R-RNO-390471,"Association of TriC/CCT with target proteins during biosynthesis",6
R-RNO-390522,"Striated Muscle Contraction",23
R-RNO-390648,"Muscarinic acetylcholine receptors",5
R-RNO-390650,"Histamine receptors",4
R-RNO-390651,"Dopamine receptors",4
R-RNO-390666,"Serotonin receptors",11
R-RNO-390696,Adrenoceptors,9
R-RNO-390918,"Peroxisomal lipid metabolism",4
R-RNO-391160,"Signal regulatory protein family interactions",9
R-RNO-391906,"Leukotriene receptors",5
R-RNO-391908,"Prostanoid ligand receptors",9
R-RNO-392023,"Adrenaline signalling through Alpha-2 adrenergic receptor",3
R-RNO-392154,"Nitric oxide stimulates guanylate cyclase",3
R-RNO-392170,"ADP signalling through P2Y purinoceptor 12",14
R-RNO-392451,"G beta:gamma signalling through PI3Kgamma",14
R-RNO-392517,"Rap1 signalling",10
R-RNO-392851,"Prostacyclin signalling through prostacyclin receptor",1
R-RNO-3928662,"EPHB-mediated forward signaling",31
R-RNO-3928663,"EPHA-mediated growth cone collapse",11
R-RNO-3928664,"Ephrin signaling",13
R-RNO-3928665,"EPH-ephrin mediated repulsion of cells",19
R-RNO-399710,"Activation of AMPA receptors",4
R-RNO-399719,"Trafficking of AMPA receptors",15
R-RNO-399954,"Sema3A PAK dependent Axon repulsion",11
R-RNO-399955,"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",5
R-RNO-399956,"CRMPs in Sema3A signaling",11
R-RNO-399997,"Acetylcholine regulates insulin secretion",8
R-RNO-400042,"Adrenaline,noradrenaline inhibits insulin secretion",15
R-RNO-400206,"Regulation of lipid metabolism by PPARalpha",8
R-RNO-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",4
R-RNO-4085001,"Sialic acid metabolism",17
R-RNO-4085377,"SUMOylation of SUMOylation proteins",21
R-RNO-4086398,"Ca2+ pathway",24
R-RNO-4086400,"PCP/CE pathway",7
R-RNO-4090294,"SUMOylation of intracellular receptors",22
R-RNO-416476,"G alpha (q) signalling events",138
R-RNO-416482,"G alpha (12/13) signalling events",27
R-RNO-416550,"Sema4D mediated inhibition of cell attachment and migration",5
R-RNO-416572,"Sema4D induced cell migration and growth-cone collapse",6
R-RNO-416700,"Other semaphorin interactions",4
R-RNO-416993,"Trafficking of GluR2-containing AMPA receptors",15
R-RNO-417957,"P2Y receptors",9
R-RNO-417973,"Adenosine P1 receptors",4
R-RNO-418346,"Platelet homeostasis",8
R-RNO-418359,"Reduction of cytosolic Ca++ levels",10
R-RNO-418457,"cGMP effects",8
R-RNO-418555,"G alpha (s) signalling events",15
R-RNO-418592,"ADP signalling through P2Y purinoceptor 1",7
R-RNO-418594,"G alpha (i) signalling events",162
R-RNO-418597,"G alpha (z) signalling events",20
R-RNO-418885,"DCC mediated attractive signaling",9
R-RNO-418889,"Caspase activation via Dependence Receptors in the absence of ligand",2
R-RNO-418990,"Adherens junctions interactions",14
R-RNO-419037,"NCAM1 interactions",5
R-RNO-419408,"Lysosphingolipid and LPA receptors",6
R-RNO-419771,Opsins,4
R-RNO-419812,"Calcitonin-like ligand receptors",10
R-RNO-420029,"Tight junction interactions",4
R-RNO-420092,"Glucagon-type ligand receptors",24
R-RNO-420499,"Class C/3 (Metabotropic glutamate/pheromone receptors)",30
R-RNO-420597,"Nectin/Necl trans heterodimerization",2
R-RNO-422085,"Synthesis, secretion, and deacylation of Ghrelin",10
R-RNO-422356,"Regulation of insulin secretion",14
R-RNO-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",9
R-RNO-425381,"Bicarbonate transporters",9
R-RNO-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",5
R-RNO-425397,"Transport of vitamins, nucleosides, and related molecules",2
R-RNO-425410,"Metal ion SLC transporters",6
R-RNO-425561,"Sodium/Calcium exchangers",7
R-RNO-425986,"Sodium/Proton exchangers",6
R-RNO-426048,"Arachidonate production from DAG",5
R-RNO-426117,"Cation-coupled Chloride cotransporters",5
R-RNO-426486,"Small interfering RNA (siRNA) biogenesis",4
R-RNO-426496,"Post-transcriptional silencing by small RNAs",1
R-RNO-427359,"SIRT1 negatively regulates rRNA expression",9
R-RNO-427413,"NoRC negatively regulates rRNA expression",7
R-RNO-427589,"Type II Na+/Pi cotransporters",3
R-RNO-427601,"Multifunctional anion exchangers",4
R-RNO-427652,"Sodium-coupled phosphate cotransporters",2
R-RNO-427975,"Proton/oligopeptide cotransporters",4
