UniProt,Symbol,Expression Source,Expression Tissue,Expression Numeric Value,Expression Uberon ID,Expression Soure ID
Q01955,COL4A3,JensenLab TISSUES,Nephrocyte,0.747,CL:0002520,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Venous endothelium,0.742,UBERON:0001919,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Cochlear ganglion,0.711,UBERON:0000395,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Modiolus,0.711,UBERON:0006723,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Synovial tissue,0.639,UBERON:0007616,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Conjunctival epithelium,0.633,UBERON:0006763,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Amnion,0.623,UBERON:0000305,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Renal pyramid,0.622,UBERON:0004200,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Alveolar cell,0.6,CL:0000322,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Regulatory T-lymphocyte,0.598,CL:0000815,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Sputum,0.596,UBERON:0007311,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Peritoneal fluid,0.565,UBERON:0001268,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Hair root,0.562,UBERON:0000329,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Articular cartilage,0.545,UBERON:0010996,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Renal papilla,0.539,UBERON:0001228,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Eosinophil,0.534,CL:0000771,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Pericardium,0.534,UBERON:0002407,ENSP00000379823
Q01955,COL4A3,JensenLab TISSUES,Megakaryocyte,0.504,CL:0000556,ENSP00000379823
P06681,C2,JensenLab TISSUES,Macula lutea,1.281,UBERON:0000053,ENSP00000299367
P06681,C2,JensenLab TISSUES,Follicular dendritic cell,0.549,CL:0000442,ENSP00000299367
P06681,C2,JensenLab TISSUES,Stratum germinativum,0.547,UBERON:0002025,ENSP00000299367
P06681,C2,JensenLab TISSUES,Bile canaliculus,0.509,UBERON:0001283,ENSP00000299367
P27658,COL8A1,HPA Protein,skin 2 - arrector pili muscle cells,,UBERON:0002033,ENSG00000144810
P27658,COL8A1,JensenLab TISSUES,Myoepithelial cell,0.878,CL:0000185,ENSP00000261037
P27658,COL8A1,JensenLab TISSUES,Myoepithelium,0.841,UBERON:0000420,ENSP00000261037
P27658,COL8A1,JensenLab TISSUES,Meniscus,0.744,UBERON:0000387,ENSP00000261037
P27658,COL8A1,JensenLab TISSUES,Theca interna,0.629,UBERON:0000157,ENSP00000261037
P27658,COL8A1,JensenLab TISSUES,Theca folliculi,0.585,UBERON:0000155,ENSP00000261037
P27658,COL8A1,JensenLab TISSUES,Lateral dorsal nucleus,0.51,UBERON:0002984,ENSP00000261037
P02461,COL3A1,JensenLab TISSUES,Flexor digitorum longus,1.58,UBERON:0001666,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Vocal fold,1.54,UBERON:0003706,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Tendon sheath,1.499,UBERON:0000304,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Synovium,1.441,UBERON:0002018,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Calcaneal bone,1.426,UBERON:0001450,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Internal carotid artery,1.419,UBERON:0001532,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Tarsal bone,1.393,UBERON:0001447,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Diaphragm,1.296,UBERON:0001103,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Annulus fibrosus,1.212,UBERON:0006444,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Subcutaneous tissue,1.183,UBERON:0011818,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Gastrocnemius,1.178,UBERON:0001388,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Talus,1.166,UBERON:0002395,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Internal iliac artery,1.164,UBERON:0001309,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Urethra,1.159,UBERON:0000057,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Bladder wall,1.152,UBERON:0001256,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Lamina propria,1.15,UBERON:0000030,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Dental pulp,1.133,UBERON:0001754,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Flexor digitorum profundus,1.131,UBERON:0001523,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Bronchiole,1.118,UBERON:0002186,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Detrusor,1.105,UBERON:0000381,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Saccule,1.028,UBERON:0001854,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Cementum,1.027,UBERON:0001753,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Tibialis anterior,1.023,UBERON:0001385,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Mucous gland,1.016,UBERON:0000414,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Intestinal wall,1.001,UBERON:0001262,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Alveolar macrophage,1.001,CL:0000583,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Hamstring muscle,0.964,UBERON:0002463,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Longissimus,0.932,UBERON:0000392,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Inner ear vestibulum,0.932,UBERON:0005236,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Forelimb muscle,0.914,UBERON:0003662,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Sacrospinalis,0.902,UBERON:0002462,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Cheek,0.861,UBERON:0001567,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Cervical spine,0.849,UBERON:0006072,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Molaris,0.821,UBERON:0003655,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Hip joint,0.789,UBERON:0001486,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Uterine wall,0.786,UBERON:0000459,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Corpus luteum,0.781,UBERON:0002512,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Sinus node,0.774,UBERON:0002351,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Pulmonary vein,0.765,UBERON:0002016,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Bronchiolar epithelium,0.754,UBERON:0002051,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Metatarsal bone,0.746,UBERON:0001448,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Pacemaker cell,0.729,CL:0002072,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Synovial cell,0.715,CL:0000214,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Ileal mucosa,0.704,UBERON:0000331,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Synovia,0.682,UBERON:0001090,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Hip,0.643,UBERON:0001464,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Longissimus thoracis,0.636,UBERON:0001401,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Temporomandibular joint,0.627,UBERON:0003700,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Meninx,0.621,UBERON:0002360,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Alveolar cell type II,0.621,CL:0002063,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Mesentery,0.602,UBERON:0002095,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Tracheal mucosa,0.601,UBERON:0000379,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Great saphenous vein,0.6,UBERON:0001363,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Superficial temporal artery,0.587,UBERON:0001614,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Atrioventricular node,0.582,UBERON:0002352,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Outer ear,0.546,UBERON:0001691,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Extensor digitorum longus,0.543,UBERON:0001386,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,foreign-body giant cell,0.53,CL:0000647,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Sweat gland,0.525,UBERON:0001820,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Basophil,0.524,CL:0000767,ENSP00000304408
P02461,COL3A1,JensenLab TISSUES,Mesonephron,0.524,UBERON:0000080,ENSP00000304408
P0C0L5,C4B,JensenLab TISSUES,Lymphoid follicle,1.737,UBERON:0000444,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Midgut,1.094,UBERON:0001045,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Th1 cell,1.09,CL:0000545,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Neuropil,0.957,UBERON:0002606,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Amniotic cavity,0.951,UBERON:0000301,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Motor cortex,0.843,UBERON:0001384,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Male urethra,0.809,UBERON:0001333,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,BTO:0002979,0.744,UBERON:0000456,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Th2 cell,0.699,CL:0000546,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Cervical mucus,0.638,UBERON:0000316,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,BTO:0004906,0.612,UBERON:0005390,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Extravillous trophoblast,0.568,CL:0002217,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Nasopharynx epithelium,0.538,UBERON:0001951,ENSP00000415941
P0C0L5,C4B,JensenLab TISSUES,Mesenteric lymph node,0.531,UBERON:0002509,ENSP00000415941
P20908,COL5A1,JensenLab TISSUES,Tear,0.767,UBERON:0001827,ENSP00000360882
P20908,COL5A1,JensenLab TISSUES,Tubercle,0.599,UBERON:0005813,ENSP00000360882
P20908,COL5A1,JensenLab TISSUES,Epiphysis,0.583,UBERON:0001437,ENSP00000360882
P20908,COL5A1,JensenLab TISSUES,Tibialis posterior,0.538,UBERON:0001667,ENSP00000360882
P20908,COL5A1,JensenLab TISSUES,Ciliary muscle,0.515,UBERON:0001605,ENSP00000360882
P25940,COL5A3,JensenLab TISSUES,Semimembranosus,0.911,UBERON:0001381,ENSP00000264828
P25940,COL5A3,JensenLab TISSUES,Enamel organ,0.723,UBERON:0005176,ENSP00000264828
P25940,COL5A3,JensenLab TISSUES,Nuchal ligament,0.646,UBERON:0000351,ENSP00000264828
P25940,COL5A3,JensenLab TISSUES,Mammary duct,0.572,UBERON:0001765,ENSP00000264828
P02748,C9,JensenLab TISSUES,Iliopsoas muscle,0.525,UBERON:0001999,ENSP00000263408
Q9GZY4,COA1,JensenLab TISSUES,Slow twitch muscle fiber,1.214,CL:0002211,ENSP00000379218
P10643,C7,JensenLab TISSUES,G cell,0.661,CL:0000508,ENSP00000322061
P10643,C7,JensenLab TISSUES,Antral mucosa,0.626,UBERON:0004997,ENSP00000322061
Q7L8W6,DPH6,JensenLab TISSUES,Bile,1.045,UBERON:0001970,ENSP00000256538
Q13057,COASY,JensenLab TISSUES,Hippocampus minor,0.819,UBERON:0035970,ENSP00000464814
Q13057,COASY,JensenLab TISSUES,Meibomian gland,0.78,UBERON:0001818,ENSP00000464814
Q13057,COASY,JensenLab TISSUES,Pars reticulata,0.723,UBERON:0001966,ENSP00000464814
Q13057,COASY,JensenLab TISSUES,Anterior olfactory nucleus,0.519,UBERON:0002266,ENSP00000464814
P00414,MT-CO3,JensenLab TISSUES,Carapace,1.043,UBERON:0002172,ENSP00000354982
P00414,MT-CO3,JensenLab TISSUES,Duodenal mucosa,0.808,UBERON:0000320,ENSP00000354982
Q6UWD8,C16orf54,JensenLab TISSUES,Anterior commissure,0.586,UBERON:0000935,ENSP00000327506
O43174,CYP26A1,JensenLab TISSUES,Foregut,1.466,UBERON:0001041,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Common cardinal vein,1.229,UBERON:0002064,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Wing bud,1.061,UBERON:0005417,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Eccrine sweat gland,0.999,UBERON:0000423,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Urogenital ridge,0.973,UBERON:0005294,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Sebocyte,0.935,CL:0002140,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Tooth bud,0.929,UBERON:0008281,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Decidua basalis,0.813,UBERON:0000453,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Tongue muscle,0.811,UBERON:0000378,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Sebum,0.785,UBERON:0001866,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Vallate papilla,0.736,UBERON:0000396,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Myotome,0.711,UBERON:0003082,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Utricle,0.69,UBERON:0001853,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Ameloblast,0.684,CL:0000059,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Pancreatic alpha cell,0.604,CL:0000171,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Tongue epithelium,0.538,UBERON:0003357,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Columnar cell,0.522,CL:0002071,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Tear gland,0.507,UBERON:0001817,ENSP00000224356
O43174,CYP26A1,JensenLab TISSUES,Pharyngeal muscle,0.504,UBERON:0000933,ENSP00000224356
P22680,CYP7A1,JensenLab TISSUES,Enteroendocrine cell,1.461,CL:0000164,ENSP00000301645
P22680,CYP7A1,JensenLab TISSUES,APUD cell,1.458,CL:0000568,ENSP00000301645
P22680,CYP7A1,JensenLab TISSUES,Gut cavity,0.905,UBERON:0006909,ENSP00000301645
P22680,CYP7A1,JensenLab TISSUES,Zona glomerulosa,0.594,UBERON:0002053,ENSP00000301645
P22680,CYP7A1,JensenLab TISSUES,Cuboid bone,0.573,UBERON:0001455,ENSP00000301645
P22680,CYP7A1,JensenLab TISSUES,Zona reticulata,0.539,UBERON:0002055,ENSP00000301645
P05177,CYP1A2,JensenLab TISSUES,Inferior vestibular nucleus,0.8,UBERON:0001721,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Nasal cavity,0.761,UBERON:0001707,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Terminal bronchiole,0.761,UBERON:0002187,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Clara cell,0.755,CL:0000158,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Sweat,0.743,UBERON:0001089,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Raphe nucleus,0.724,UBERON:0007412,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Thymic cortex,0.624,UBERON:0002123,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Thymic medulla,0.526,UBERON:0002124,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Urinary bladder epithelium,0.514,UBERON:0004645,ENSP00000342007
P05177,CYP1A2,JensenLab TISSUES,Vaginal mucosa,0.512,UBERON:0004983,ENSP00000342007
Q02318,CYP27A1,JensenLab TISSUES,Insular cortex,1.463,UBERON:0002022,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Cerebellar nucleus,1.35,UBERON:0008995,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Posterior nuclear complex of thalamus,1.262,UBERON:0002709,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Olfactory tract,1.247,UBERON:0002265,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Parathyroid hormone secreting cell,1.112,CL:0000446,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Ventral globus pallidus,1.103,UBERON:0002778,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Cornu ammonis,1.055,UBERON:0001954,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Medial mammillary nucleus,1.028,UBERON:0001939,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Auditory cortex,0.996,UBERON:0001393,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Corpus albicans,0.958,UBERON:0000450,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Stratum granulosum,0.863,UBERON:0002069,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Substantia innominata,0.807,UBERON:0003017,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Cerebral subcortex,0.772,UBERON:0000454,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Habenular trigone,0.718,UBERON:0000445,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Ciliary epithelium,0.696,UBERON:0001778,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Abductor,0.683,UBERON:0006845,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Ventral intermediate nucleus of thalamus,0.666,UBERON:0000430,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Vestibular nucleus,0.65,UBERON:0002673,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Vomeronasal organ,0.646,UBERON:0002255,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Peripheral blood stem cell,0.635,CL:0002246,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Medial habenular nucleus,0.618,UBERON:0001942,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Cortical amygdaloid nucleus,0.59,UBERON:0002891,ENSP00000258415
Q02318,CYP27A1,JensenLab TISSUES,Lateral habenular nucleus,0.553,UBERON:0001941,ENSP00000258415
Q16678,CYP1B1,JensenLab TISSUES,Reticulum trabeculare,1.749,UBERON:0005969,ENSP00000478561
Q16678,CYP1B1,JensenLab TISSUES,Bronchial mucosa,1.179,UBERON:0000410,ENSP00000478561
Q16678,CYP1B1,JensenLab TISSUES,Luteal cell,0.891,CL:0000175,ENSP00000478561
Q16678,CYP1B1,JensenLab TISSUES,Clitoris,0.733,UBERON:0002411,ENSP00000478561
Q16678,CYP1B1,JensenLab TISSUES,Zona fasciculata,0.548,UBERON:0002054,ENSP00000478561
Q16678,CYP1B1,JensenLab TISSUES,Glans penis,0.531,UBERON:0001299,ENSP00000478561
P10635,CYP2D6,JensenLab TISSUES,Cardiac Purkinje fiber,0.963,UBERON:0002354,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Gluteal muscle,0.814,UBERON:0002000,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Stellate ganglion,0.799,UBERON:0002441,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Nipple,0.585,UBERON:0002030,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Nape,0.558,UBERON:0012477,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Jejunal mucosa,0.539,UBERON:0000399,ENSP00000353820
P10635,CYP2D6,JensenLab TISSUES,Parasympathetic nervous system,0.516,UBERON:0000011,ENSP00000353820
P05813,CRYBA1,HPA Protein,eye - corneal epithelial cells,,UBERON:0000970,ENSG00000108255
Q9NQ79,CRTAC1,JensenLab TISSUES,Hair follicle bulge,0.674,UBERON:0005975,ENSP00000359629
P43320,CRYBB2,JensenLab TISSUES,Navicular bone,0.718,UBERON:0001451,ENSP00000381273
Q96RY5,CRAMP1,JensenLab TISSUES,Melanoblast,0.575,CL:0000541,ENSP00000380559
O94985,CLSTN1,JensenLab TISSUES,Odontoclast,0.589,CL:0000588,ENSP00000366513
Q9H4G1,CST9L,JensenLab TISSUES,Caput epididymis,0.834,UBERON:0004358,ENSP00000366178
Q9H4G1,CST9L,JensenLab TISSUES,Cauda epididymis,0.614,UBERON:0004360,ENSP00000366178
Q5W186,CST9,JensenLab TISSUES,Intestinal gland,0.694,UBERON:0000333,ENSP00000366170
Q53GD3,SLC44A4,JensenLab TISSUES,Stratum granulosum cerebelli,0.661,UBERON:0002956,ENSP00000229729
Q8NCS7,SLC44A5,JensenLab TISSUES,Thyroid epithelial cell,0.642,CL:0002258,ENSP00000359892
P26232,CTNNA2,JensenLab TISSUES,Stratum lucidum,0.887,UBERON:0002071,ENSP00000384638
P26232,CTNNA2,JensenLab TISSUES,Perineurium,0.593,UBERON:0000121,ENSP00000384638
P29279,CTGF,JensenLab TISSUES,Sternal cartilage,1.157,UBERON:0002236,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Chondroblast,1.148,CL:0000058,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Dermal papilla,1.14,UBERON:0000412,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Gingival epithelium,1.103,UBERON:0001949,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Mandibular condyle,0.953,UBERON:0004657,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Tibial cartilage,0.944,UBERON:0000313,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Dental lamina,0.936,UBERON:0004825,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Mandibular ramus,0.905,UBERON:0000401,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Pleural mesothelium,0.822,UBERON:0003390,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Annulus fibrosus disci intervertebralis,0.756,UBERON:0004715,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Pericardial fluid,0.724,UBERON:0002409,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Spinal root,0.615,UBERON:0009623,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Red bone marrow,0.559,UBERON:0000361,ENSP00000356954
P29279,CTGF,JensenLab TISSUES,Corpus cavernosum penis,0.535,UBERON:0004713,ENSP00000356954
Q7RTX7,CATSPER4,JensenLab TISSUES,Corpus epididymis,2.131,UBERON:0004359,ENSP00000390423
Q7RTX7,CATSPER4,JensenLab TISSUES,Vestibular sensory epithelium,0.63,UBERON:0006932,ENSP00000390423
O60494,CUBN,JensenLab TISSUES,Pars recta,0.843,UBERON:0001290,ENSP00000367064
O60494,CUBN,JensenLab TISSUES,Anterior cardinal vein,0.7,UBERON:0003087,ENSP00000367064
P06733,ENO1,JensenLab TISSUES,Interstitial cell of Cajal,4.0,CL:0002088,ENSP00000234590
P06733,ENO1,JensenLab TISSUES,Posterior periventricular nucleus,0.918,UBERON:0002708,ENSP00000234590
P06733,ENO1,JensenLab TISSUES,Pancreatic juice,0.744,UBERON:0000326,ENSP00000234590
P06733,ENO1,JensenLab TISSUES,Body wall muscle,0.563,UBERON:0004462,ENSP00000234590
P06733,ENO1,JensenLab TISSUES,Posterior hypothalamic nucleus,0.523,UBERON:0002706,ENSP00000234590
P06733,ENO1,JensenLab TISSUES,Epithelial lining fluid,0.522,UBERON:0035963,ENSP00000234590
P39880,CUX1,JensenLab TISSUES,Olfactory cortex,1.481,UBERON:0002894,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Salivary duct,1.315,UBERON:0001837,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Pia mater,0.878,UBERON:0002361,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Leptomeninx,0.843,UBERON:0000391,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Ventrobasal complex of thalamus,0.714,UBERON:0002939,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Parenchyma of thyroid gland,0.71,UBERON:0001747,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Myeloblast,0.587,CL:0000835,ENSP00000353401
P39880,CUX1,JensenLab TISSUES,Trigeminal nucleus,0.568,UBERON:0002925,ENSP00000353401
P13929,ENO3,JensenLab TISSUES,Striated muscle cell,1.065,CL:0000737,ENSP00000324105
P13929,ENO3,JensenLab TISSUES,Psoas major,0.992,UBERON:0001298,ENSP00000324105
P13929,ENO3,JensenLab TISSUES,Laryngeal muscle,0.763,UBERON:0001568,ENSP00000324105
P13929,ENO3,JensenLab TISSUES,Masseter,0.761,UBERON:0001597,ENSP00000324105
P09104,ENO2,JensenLab TISSUES,Ethmoid bone,1.705,UBERON:0001679,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Cribriform plate,1.665,UBERON:0004546,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Thoracic spine,1.655,UBERON:0006073,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Taste bud,1.494,UBERON:0001727,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Scrotum,1.474,UBERON:0001300,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Arachnoid mater,1.46,UBERON:0002362,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Septum pellucidum,1.365,UBERON:0004714,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Submandibular lymph node,1.321,UBERON:0002520,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Olfactory nerve,1.304,UBERON:0001579,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Parametrium,1.299,UBERON:0010391,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Superior mesenteric vein,1.258,UBERON:0001138,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Adenoid,1.228,UBERON:0001732,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pituicyte,1.203,CL:0000645,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pleural cavity,1.2,UBERON:0002402,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Tympanum,1.194,UBERON:0004114,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Thyroid follicle,1.17,UBERON:0005305,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Prostatic urethra,1.166,UBERON:0001335,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Subcommissural organ,1.156,UBERON:0002139,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Subdural space,1.034,UBERON:0000416,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Palatine tonsil,1.02,UBERON:0002373,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Phrenic nerve,1.003,UBERON:0001884,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Pars intermedia,0.989,UBERON:0002432,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Hypoglossal nerve,0.962,UBERON:0001650,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Major vestibular gland,0.954,UBERON:0000460,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Basis pedunculi cerebri,0.944,UBERON:0002631,ENSP00000437402
P09104,ENO2,JensenLab TISSUES,Paneth cell,0.898,CL:0000510,ENSP00000437402
