identifier,name,M
DB04408,Ncs-Chromophore,1
DB04409,"Naphthalene Trisulfonate",1
DB04410,3-Phenylpropylamine,2
DB04411,Alpha-N-Dichloroacetyl-P-Aminophenylserinol,1
DB04414,Heptamolybdate,1
DB04416,"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid",1
DB04417,P-Nitrophenol,2
DB04418,"Adenylosuccinic acid",1
DB04419,D-norleucine,3
DB04422,Homocysteine,2
DB04424,RPR128515,1
DB04425,"7,8-Dihydroneopterin",1
DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine,1
DB04427,4-Methyl-N-[(2S)-1-oxo-3-phenyl-1-[[(3S)-1-phenyl-5-(phenylmethoxysulfamoyl)pentan-3-yl]amino]propan-2-yl]piperazine-1-carboxamide,1
DB04429,4'-Hydroxyflavanone,1
DB04430,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,2
DB04432,ZK-805623,1
DB04433,"Verpacamide A",1
DB04434,"Naphthyridine Inhibitor",1
DB04436,3-Fluoro-L-tyrosine,1
DB04438,"Brivudine monophosphate",1
DB04439,"Modified Acarbose Pentasaccharide",1
DB04440,Nebularine,1
DB04441,2-Fluoroadenosine,1
DB04442,"Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium",1
DB04444,"Tetrafluoroaluminate Ion",9
DB04445,"Mercuric iodide",1
DB04446,Benzo[B]Thiophene-2-Carboxamidine,1
DB04447,"1,4-Dithiothreitol",23
DB04448,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",1
DB04450,"Heptyl 1-Thiohexopyranoside",4
DB04451,"4-Methylpiperazin-1-Yl Carbonyl Group",2
DB04452,Aminoquinuride,1
DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",1
DB04454,"Alpha-Aminobutyric Acid",4
DB04455,"N,N,N-trimethylglycinium",2
DB04456,"Arsenous acid",2
DB04457,2'-Deoxyguanosine-5'-Monophosphate,2
DB04459,"3,4-Dichloroisocoumarin",1
DB04460,"(C8-S)-Hydantocidin 5'-phosphate",1
DB04461,"Coproporphyrinogen III",1
DB04462,Tetrabromo-2-Benzotriazole,1
DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",1
DB04464,N-Formylmethionine,42
DB04465,Lactose,7
DB04466,SR12813,1
DB04467,N-(5'-phosphopyridoxyl)-L-alanine,2
DB04468,Afimoxifene,7
DB04469,"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",1
DB04470,CRA_10656,1
DB04471,"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",1
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,1
DB04473,alpha-L-fucose,4
DB04474,"8-anilinonaphthalene-1-sulfonic acid",2
DB04476,"Trencam-3,2-Hopo",1
DB04477,"2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",1
DB04478,"Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine",1
DB04480,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",1
DB04481,Erythritol,1
DB04482,"Cmp-2-Keto-3-Deoxy-Octulosonic Acid",2
DB04483,2-deoxy-2-fluoro-β-D-mannose,1
DB04485,Thymidine,6
DB04487,N-Methylleucine,1
DB04488,"(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate",1
DB04489,"Guanidinoethylmercaptosuccinic acid",1
DB04490,3-(Mercaptomethylene)Pyridine,1
DB04491,"Diisopropylphosphono Group",4
DB04492,2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,1
DB04493,Fructose-6-phosphate,5
DB04494,Dihydroxy(oxo)molybdenum(6+),1
DB04495,"Paratoulene phosphate",1
DB04496,"4-Phospho-D-erythronohydroxamic acid",1
DB04498,"Aspartate Semialdehyde",1
DB04499,"(R)-styrene oxide",0
DB04501,Camphane,1
DB04502,WRR-204,1
DB04503,Sp-722,1
DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",1
DB04508,"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",1
DB04510,"3-phospho-D-glyceric acid",6
DB04511,"N-Succinyl Methionine",0
DB04512,2-Isobutyl-3-methoxypyrazine,1
DB04513,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide,3
DB04514,Uridylyl-2'-5'-phospho-guanosine,1
DB04515,2-O-methyl-alpha-L-fucopyranose,1
DB04516,2-Deoxy-Glucitol-6-Phosphate,1
DB04517,"Dipyrromethane Cofactor",1
DB04518,"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",1
DB04519,"Caprylic acid",3
DB04520,"(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione",1
DB04521,4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,1
DB04522,Dexfosfoserine,20
DB04523,Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,1
DB04524,Malonyl-CoA,1
DB04525,N-(3-Carboxypropanoyl)-L-phenylalanyl-3-carboxy-O-(carboxymethyl)-N-pentyl-L-tyrosinamide,1
DB04526,L-Glycero-D-Manno-Heptopyranose,1
DB04527,beta-Hydroxyasparagine,1
DB04528,"2,4-Dinitrophenol",0
DB04529,"Desvancosaminyl vancomycin",2
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",16
DB04531,S-Benzylcysteine,1
DB04532,Indole,2
DB04533,2-Amino-4-methylphenol,1
DB04534,5-Nitroindazole,2
DB04537,Tryptophanamide,2
DB04538,"threo-3-methyl-L-aspartic acid",1
DB04539,Glyphosate,3
DB04540,Cholesterol,4
DB04541,Cyclo(prolylglycyl),1
DB04542,"Zidovudine diphosphate",1
DB04543,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",1
DB04544,1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,1
DB04545,Afegostat,2
DB04546,3-Deazaadenosine,0
DB04547,"Inhibitor BEA409",1
DB04548,"4-Deoxy-D-Glucuronic Acid",3
DB04549,"4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide",1
DB04551,"beta-D-fructofuranose 1,6-bisphosphate",2
DB04552,"Niflumic acid",6
DB04553,"2-Oxobutanoic Acid",2
DB04554,8-Bromoadenosine-5'-Diphosphate,1
DB04555,Cytidine-5'-Diphosphate,6
DB04556,NAP-226-90,1
DB04557,"Arachidonic Acid",5
DB04559,N-(Chlorophenyl)-N'-hydroxyguanidine,1
DB04560,"4,7-Dioxosebacic Acid",3
DB04561,"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",1
DB04562,"Tricarballylic acid",1
DB04563,CRA_9678,1
DB04564,Gluconolactone,1
DB04565,"4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid",1
DB04566,"Inosinic Acid",7
DB04568,"5-Aminoimidazole Ribonucleoside",0
DB04569,"Benzyl formate",1
DB04570,Latamoxef,4
DB04571,Trioxsalen,0
DB04572,Thiotepa,0
DB04573,Estriol,3
DB04574,"Estrone sulfate",2
DB04575,Quinestrol,1
DB04576,Fleroxacin,3
DB04577,1-(1-phenylcyclopentyl)methylamine,1
DB04578,"(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide",1
DB04579,"N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine",1
DB04580,1-Methyl-2-quinolone,0
DB04581,1-benzylimidazole,1
DB04583,"5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid",1
DB04585,"DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID",1
DB04586,o-Bromophenol,1
DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",1
DB04590,(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID,1
DB04591,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",1
DB04592,3-Bromo-3-buten-1-ol,1
DB04593,"3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID",1
DB04594,"3-hydroxyglutaric acid",1
DB04596,"4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid",1
DB04597,"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",1
DB04598,"2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID",1
DB04599,Aniracetam,4
DB04600,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",1
DB04601,"4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE",1
DB04602,"PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE",1
DB04604,5-iodotubercidin,3
DB04605,5-Aminoisoquinoline,0
DB04606,"2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)",1
DB04607,"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE",1
DB04608,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",1
DB04609,"INHIBITOR Q8467 OF DUPONT MERCK",1
DB04610,"7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin",1
DB04612,"N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE",1
DB04614,(R)-tacrine(10)-hupyridone,1
DB04615,(S)-tacrine(10)-hupyridone,1
DB04616,TACRINE(8)-4-AMINOQUINOLINE,1
DB04617,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",1
DB04618,"4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE",1
DB04619,Acetophenone,0
DB04620,Cycloleucine,1
DB04622,N-acetylhistamine,1
DB04623,"2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",0
DB04624,"DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME)",1
DB04626,Apramycin,0
DB04627,Cyclouridine,1
DB04628,Allosamidin,2
DB04629,"Aplyronine A",1
DB04630,Aldosterone,2
DB04631,"Atpenin A5",4
DB04632,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,1
DB04633,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",1
DB04634,N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE,3
DB04636,"Glutamine t-butyl ester",1
DB04637,6-Bromo-1-hexanol,1
DB04638,"2,5-di-tert-butylhydroquinone",1
DB04639,Biphenylalanine,2
DB04640,"Naphthalene-2,6-disulfonic acid",2
DB04641,"3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID",1
DB04642,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",1
DB04643,"4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID",1
DB04644,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",1
DB04645,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",1
DB04646,Dibromothymoquinone,8
DB04647,BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA,2
DB04648,S-propylamine-L-cysteine,1
DB04649,"TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S",1
DB04650,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",1
DB04651,BIOTINOL-5-AMP,1
DB04652,Corticosterone,3
DB04653,N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide,1
DB04654,4-PIPERIDIN-4-YLBUTANAL,2
DB04655,Metoprine,1
DB04656,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",1
DB04657,Carboxin,1
DB04658,"(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL",1
DB04659,"(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",1
DB04660,"Choline alfoscerate",1
DB04661,"cis-tetracosenoyl sulfatide",1
DB04662,"OLOMOUCINE II",1
DB04664,Cyclohexyl-pentyl-maltoside,1
DB04665,Coumarin,1
DB04669,TRIAZOLOPYRIMIDINE,1
DB04671,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,1
DB04672,"Cyclic 3',5'-thymidine monophosphate",1
DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,1
DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",2
DB04676,Dansyllysine,1
DB04677,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,1
DB04678,"H TYPE II TRISACCHARIDE",1
DB04679,"Human blood group H type 1 trisaccharide",1
DB04680,"GALACTOSE GREASE",1
DB04681,BETA-METHYLLACTOSIDE,1
DB04682,"Octylphenoxy polyethoxyethanol",1
DB04683,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",1
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",1
DB04687,"DIMETHYL THIOPHOSPHATE",0
DB04688,Methylecgonine,2
DB04689,"2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID",1
DB04690,Camptothecin,1
DB04693,"Estrane-3,17-dione",1
DB04695,"Farnesyl thiopyrophosphate",4
DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",1
DB04697,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,1
DB04698,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",1
DB04699,gamma-Butyrolactone,1
DB04700,"GLUTATHIONE SULFINATE",1
DB04701,"S-Methyl glutathione",1
DB04702,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",0
DB04703,Hesperidin,1
DB04707,Hydroxyfasudil,3
DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",1
DB04713,4-Iodo-D-phenylalanine,1
DB04714,"ISOPENTENYL PYROPHOSPHATE",5
DB04715,"IMIDAZOPYRIDAZIN 1",1
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",5
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",1
DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",1
DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",1
DB04722,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",1
DB04723,"2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID",1
DB04724,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",1
DB04725,Licofelone,3
DB04727,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",1
DB04729,"Gentamicin C1a",1
DB04731,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,1
DB04732,"N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID",2
DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL",1
DB04734,"Citraconic acid",1
DB04735,MONOGALACTOSYL-DIACYLGLYCEROL,1
DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",1
DB04738,Motuporin,1
DB04739,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,1
DB04740,"Moxalactam (hydrolyzed)",1
DB04741,Myxothiazol,1
DB04742,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",1
DB04743,Nimesulide,3
DB04745,2-Hydroxyquinoline,0
DB04746,"(10E,12Z)-octadecadienoic acid",0
DB04747,"11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID",0
DB04749,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,1
DB04751,"Purvalanol A",3
DB04752,"Phosphatidyl ethanol",1
DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",1
DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",1
DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",1
DB04758,"2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)",1
DB04759,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",1
DB04760,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",1
DB04761,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",1
DB04762,"N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE",1
DB04763,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",1
DB04764,"[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE",1
DB04765,"N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE",1
DB04767,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,1
DB04768,"Pyrithiamine Pyrophosphate",1
DB04769,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",1
DB04770,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",1
DB04771,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,1
DB04772,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,1
DB04773,"METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE",0
DB04774,"Reidispongiolide A",1
DB04775,"Reidispongiolide C",1
DB04776,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,1
DB04777,"(R)-4-Nitrostyrene oxide",0
DB04779,"ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE",1
DB04781,"5-hydroxyvaleric acid",1
DB04782,"(S)-4-Nitrostyrene oxide",0
DB04783,"Sphinxolide B",1
DB04784,(R)-1-phenylethanol,0
DB04786,Suramin,7
DB04787,Tanaproget,1
DB04788,Tagetitoxin,2
DB04789,"5-methyltetrahydrofolic acid",1
DB04790,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",1
DB04791,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",1
DB04792,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",1
DB04793,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",1
DB04794,Bifonazole,2
DB04795,Thenoyltrifluoroacetone,2
DB04796,Inecalcitol,1
DB04797,Triazolopyridine,1
DB04798,THIO-ATPA,1
DB04799,"6-Hydroxy-5-undecyl-4,7-benzothiazoledione",10
DB04800,"1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID",1
DB04801,"cis-Vaccenic acid",1
DB04803,Verdoheme,1
DB04805,"Virginiamycin S1",1
DB04807,4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,1
DB04809,"SALOPHEN-10-PROPIONATE IRON CHELATE",0
DB04810,"Salophen-10-carboxylate iron chelate",0
DB04811,"Salophen iron chelate",0
DB04817,Metamizole,1
DB04820,Nialamide,3
DB04821,Nomifensine,7
DB04824,Phenolphthalein,5
DB04825,Prenylamine,2
DB04828,Zomepirac,1
DB04829,"Lysergic acid diethylamide",3
DB04832,Zimelidine,3
DB04834,Rapacuronium,1
DB04835,Maraviroc,1
DB04836,Amineptine,2
DB04837,Clofedanol,1
DB04838,Cyclandelate,2
DB04839,"Cyproterone acetate",2
DB04840,Debrisoquine,1
DB04841,Flunarizine,5
DB04842,Fluspirilene,3
DB04843,Mepenzolate,2
DB04844,Tetrabenazine,2
DB04845,Ixabepilone,1
DB04846,Celiprolol,6
DB04847,Roxadustat,3
DB04849,Cediranib,1
DB04850,Posizolid,1
DB04851,Biricodar,3
DB04852,Implitapide,1
DB04853,Binodenoson,1
DB04854,Febuxostat,1
DB04855,Dronedarone,27
DB04856,Dexloxiglumide,1
DB04857,Brasofensine,1
DB04858,Tirapazamine,0
DB04859,Zanapezil,1
DB04860,Isatoribine,1
DB04861,Nebivolol,3
DB04862,Merimepodib,1
DB04863,Lefradafiban,2
DB04864,"Huperzine A",1
DB04865,"Omacetaxine mepesuccinate",2
DB04866,Halofuginone,2
DB04867,Lintitript,1
DB04868,Nilotinib,2
DB04869,Olcegepant,2
DB04871,Lorcaserin,1
DB04872,Osanetant,1
DB04873,Piboserod,1
DB04874,Picoplatin,0
DB04875,Pralnacasan,1
DB04876,Vildagliptin,1
DB04877,Voacamine,1
DB04878,Voglibose,1
DB04879,Vatalanib,3
DB04880,Enoximone,1
DB04881,Elacridar,1
DB04882,Edotecarin,1
DB04883,Darusentan,1
DB04884,Dapoxetine,3
DB04885,Cilansetron,1
DB04886,"Calanolide A",1
DB04887,Brecanavir,0
DB04888,Bifeprunox,2
DB04889,Bicifadine,3
DB04890,Bepotastine,1
DB04891,Becocalcidiol,2
DB04892,Phenserine,3
DB04893,AZD3409,2
DB04894,Vapreotide,3
DB04895,Pegaptanib,1
DB04896,Milnacipran,9
DB04898,Ximelagatran,1
DB04899,Nesiritide,3
DB04901,Galiximab,1
DB04903,Pagoclone,2
DB04905,Tesmilifene,2
DB04908,Flibanserin,3
DB04910,Oxibendazole,1
DB04911,Oritavancin,0
DB04912,Stannsoporfin,2
DB04915,Idronoxil,1
DB04917,Renzapride,2
DB04918,Ceftobiprole,2
DB04919,Alfimeprase,2
DB04920,Clevidipine,4
DB04924,Itopride,2
DB04925,Desmoteplase,1
DB04926,Neramexane,1
DB04929,DG031,1
DB04930,Permethrin,3
DB04931,Afamelanotide,1
DB04932,Defibrotide,3
DB04933,Eritoran,1
DB04934,Rifalazil,1
DB04938,Ospemifene,1
DB04941,Crofelemer,2
DB04942,Tamibarotene,2
DB04946,Iloperidone,11
DB04947,Altropane,1
DB04948,Lofexidine,6
DB04950,Ranpirnase,0
